"Title","Description","Keywords","Publisher","Bureau Code","Program Code","Contact Name","Contact Email","Unique Identifier","Public Access Level","Access Level Comment","Format","Access URL","Last Update","License"
"Federal Deposit Insurance Corporation (FDIC) Insured Banks","The Summary of Deposits (SOD) is the annual survey of branch office deposits for all FDIC-insured institutions including insured U.S. branches of foreign banks. Data are as of June 30. Users can access these data by(1) single institution, (2) institutions within a geographic area, or (3) aggregated within a geographic area. SOD features include custom market share reports and downloads.Linkhttp://www2.fdic.gov/sod/Scope of the SurveysTo provide a means for measuring deposits in local banking markets, the surveys obtain deposit figures for each banking office of branch banking systems, and for each insured U.S. branch of a foreign bank. Deposit figures for unit banks (which do not have branch offices) were obtained from the June Reports of Condition. Deposit Reporting - Institutions should report their deposits in a manner consistent with their existing internal record-keeping practices, however, other methods that logically reflect the deposit gathering activity of the bank's branches may be used. It is recognized that certain classes of deposits and deposits of certain types of customers may be assigned to a single office. Please refer to the reporting instructions for more information (see above). Arrangement of Published DataBecause these publications are used as a source of market share information for individual banking markets, the figures for each geographical area only include deposits of offices located within that area. Several institutions have designated home offices that do not accept deposits; these have been included in the survey to provide a more complete listing of all offices. Additional points that should be noted1. With the exception noted above, ""banking office"" is defined to include all offices and facilities that actually hold deposits, and does not include loan production offices, computer centers, and other nondeposit installations, such as automated teller machines (ATMs). 2. Institutions are allowed to combine deposit data from two or more offices within the same county for the following office typesdrive-in offices, seasonal branches, and military facilities. Where centralized bookkeeping or other conditions make it impossible to report exact figures, estimates are required. 3. International Banking Facility (IBF) deposits are considered deposits in foreign offices and are not included in the Summary of Deposits Survey. 4. Offices and deposits are reported by the institution that owned the office as of the close of business on June 30. 5. The term ""offices"" includes both main offices and branches. An institution with four branches operates a total of five offices. 6. All reports submitted to the FDIC and the OTS have been validated and corrected to the extent possible. There may be rounding differences or minor reporting errors reflected in the tables. 7. Savings Institutions include all FDIC-Insured financial institutions that operate under federal or state thrift banking charters. Prior to August 9, 1989, all institutions insured by the Federal Savings and Loan Insurance Corporation (FSLIC) and all savings banks insured by the FDIC are included in any applicable chart."," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2567","public","Continental United States, Alaska, Hawaii, Puerto Rico, U.S. Virgin Islands, Guam, American Samoa & Misc. Pacific Islands","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Federal Emergency Management Agency (FEMA) Regional Headquarters","Regional Headquarters Offices manage, operate and maintain all delegated programs, functions and activities not managed, operated or maintained by headquarters organizational units....the FEMA Regional Offices serve as the primary organizational unit for liaison to states and local governments within each region, and non-governmental and private sector entities within each Regional Office's geographical area.



"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2568","public","Continental United States, Alaska, Hawaii & Puerto Rico","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Federal Emergency Management Agency (FEMA) Regions","Regional Offices manage, operate and maintain all delegated programs, functions and activities not managed, operated or maintained by headquarters organizational units....the FEMA Regional Offices serve as the primary organizational unit for liaison to states and local governments within each region, and non-governmental and private sector entities within each Regional Office's geographical area"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2569","public","Continental United States, Alaska, Hawaii & Puerto Rico","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"Federal Energy Regulatory Commission (FERC) Regions","Federal Energy Regulatory Commission (FERC) Regions. FERC is an independent agency that regulates the interstate transmission of electricity, natural gas, and oil. The vector polygons in this layer represent the regions that are served by FERC Regional Offices"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","6600","public","Selected Continental United States (scattered coverage along major mid-America river valleys)","-","https://gii.dhs.gov/gii/","06/22/2017","http://www.usa.gov/publicdomain/label/1.0/"
"Federal Lands","This map layer consists of federally owned or administered lands of theUnited States, Puerto Rico, and the U.S. Virgin Islands. Only areas of 640 acres or more are included. There may be private inholdings within the boundaries of Federal lands in this map layer. This is a revised version of the January 2005 map layer.
"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2570","public","United States, Puerto Rico, U.S. Virgin Islands","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"FedEx Facilities","The locations of FedEx"," imagery, infrastructure, location, map,Geospatial","Under Secretary / Management","024:10","024:003","Open Data (MGMT)","edmo@hq.dhs.gov","2571","public","United States (all)","-","https://hifld-dhs-gii.opendata.arcgis.com/","05/19/2016","http://www.usa.gov/publicdomain/label/1.0/"
"FEMA Archived Housing Assistance Program Data","This dataset contains aggregated, non-PII data generated by FEMA’s Enterprise Coordination & Information Management reporting team to share archived data on FEMA’s Housing Assistance Program within the state, county, zip where the registration is valid for the closed declarations starting with declaration number 1539.The data is divided into data for renters and data for property owners."," Amount, Circumstance, Event, Event, Incident, Incident, Incident Type, Occurrence Type, Publication, Statement","Federal Emergency Management Agency","024:70","024:000","Open Data (FEMA)","openfema@fema.dhs.gov","1805","public","-","-","http://www.fema.gov/media-library/assets/documents/30714","03/10/2016","http://www.usa.gov/publicdomain/label/1.0/"
"FEMA Archived Registration Intake and Individuals and Households Program Data","Contains aggregated, non-PII data generated by FEMA’s Enterprise Coordination & Information Management (ECIM) Reporting team to share archived data on registrations and Individuals and Households Program (IHP), for archived declarations starting with declaration number 1539 segmented by city where registration is valid. Additional core data elements include: valid call center registrations, valid web registrations, valid mobile registrations, IHP eligible, IHP amount, Housing Assistance (HA) referrals, HA eligible, HA amount, Other Needs Assistance (ONA) eligible, and ONA amount."," Account, Aid, Benefit, Benefit Type, Case, Description, Disaster Assistance Type, Event, Explanation, Incident, Individual, Occurrence, Person, Report,Individual Registrant","Federal Emergency Management Agency","024:70","024:009","Open Data (FEMA)","openfema@fema.dhs.gov","2318","public","-","-","https://www.fema.gov/media-library/assets/documents/33045","10/06/2016","http://www.usa.gov/publicdomain/label/1.0/"
"FEMA Community Emergency Response (CERT) Dataset","The Community Emergency Response Team (CERT) Program educates people about disaster preparedness for hazards that may impact their area and trains them in basic disaster response skills, such as fire safety, light search and rescue, team organization, and disaster medical operations. Using the training learned in the classroom and during exercises, CERT members can assist others in their neighborhood or workplace following an event when professional responders are not immediately available to help. CERT members also are encouraged to support emergency response agencies."," CERT, Community Emergency Response Team","Federal Emergency Management Agency","024:70","024:000","Open Data (FEMA)","openfema@fema.dhs.gov","2336","public","-","-","https://www.fema.gov/media-library/assets/documents/107886","05/11/2016","http://www.usa.gov/publicdomain/label/1.0/"
"FEMA Current Disaster Declarations -shp","This dataset lists the current Disaster Declarations in Shapefile. 
This data was compiled and distributed by FEMA Mapping and Analysis Center (MAC). Metadata file can be accessed http://gis.fema.gov/metadata/Declarations_meta.xml Visit gis.fema.gov/data-feeds for more information "," Analysis Type, Examination, Investigation, Map, Plan, Study,Analysis","Federal Emergency Management Agency","024:70","024:005","Open Data (FEMA)","openfema@fema.dhs.gov","2317","public","-","-","http://gis.fema.gov/geoserver/ows?service=WFS&version=1.0.0&request=GetFeature&typeName=FEMA:CURRENT_DISASTER_DECLARATIONS&maxFeatures=5000&outputFormat=SHAPE-ZIP","03/14/2016","http://www.usa.gov/publicdomain/label/1.0/"
