OBJECTID_1,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,PORT_TYPE,BORDPATSEC,CONTACT,FAX_NUMBER,HOURS_OPER,REMARK,RULEID,OBJECTID
223,222,"MILWAUKEE PORT OF ENTRY, GENERAL MITCHELL INTERNATIONAL AIRPORT",414-747-5300,5300 SOUTH HOWELL AVENUE, ,MILWAUKEE,WI,53207,6156,MILWAUKEE,55079, , , , ,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,125144344,-87.9039584,42.950679,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, ,PORT DIRECTOR,414-762-0253,8:00 AM - 4:30 PM, ,1,200
224,223,"WASHINGTON DULLES PORT OF ENTRY, DULLES INTERNATIONAL AIRPORT",703-661-7140,23723 AIR FREIGHT LANE,BUILDING 5,STERLING,VA,20166,7617,LOUDOUN,51107, , , , ,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,128076282,-77.453148,38.9603011,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, ,PORT DIRECTOR,703-318-6706,8:30 AM - 5:00 PM,202-354-1000,1,36
225,224,"INTERNATIONAL FALLS PORT OF ENTRY, FALLS INTERNATIONAL AIRPORT",218-283-2541,3214 2ND AVENUE EAST, ,INTERNATIONAL FALLS,MN,56649,8955,KOOCHICHING,27071, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122703311,-93.3979618,48.5659704,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
226,225,"DETROIT PORT OF ENTRY, COLEMAN A YOUNG INTERNATIONAL AIRPORT",313-393-3793,11499 CONNER STREET, ,DETROIT,MI,48213,1234,WAYNE,26163, , , , ,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,19712908,-83.0039301,42.4090629,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
227,226,"BUFFALO PORT OF ENTRY, NIAGARA FALLS INTERNATIONAL AIRPORT",716-282-1400,NIAGARA FALLS BOULEVARD AT PORTER ROAD, ,NIAGARA FALLS,NY,14304, ,NIAGARA,36063, , , , ,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,34079934,-78.9432356,43.1002638,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
228,227,"PORT OF ENTRY AT STEWART INTERNATIONAL AIRPORT, STEWART INTERNATIONAL AIRPORT",845-564-7200,1130 1ST STREET, ,NEW WINDSOR,NY,12553,8431,ORANGE,36071, , , , ,2010-01-05T00:00:00.000Z,ALT REF,2010-01-05T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,38484301,-74.100588,41.4986609,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
229,228,"DOUGLAS PORT OF ENTRY, BISBEE DOUGLAS INTERNATIONAL AIRPORT",520-364-8486,6940 NORTH AIR TERMINAL BOULEVARD, ,DOUGLAS,AZ,85607,6286,COCHISE,04003, , , , ,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122549642,-109.5971526,31.4584791,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
230,229,"SAN JUAN PORT OF ENTRY, FERNANDO LUIS RIBAS DOMINICCI AIRPORT",787-289-7978,64 CALLE LINDBERGH,FERNANDO LUIS RIBAS DOMINICCI AIRPORT TERMINAL,SAN JUAN,PR,00907, ,SAN JUAN,72127,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-06T00:00:00.000Z,PHONE,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,120271205,-66.0978805,18.4558371,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
231,230,"KETCHIKAN PORT OF ENTRY, KETCHIKAN INTERNATIONAL AIRPORT",907-225-2254,1000 AIRPORT TERMINAL WAY, ,KETCHIKAN,AK,99901,5763,KETCHIKAN GATEWAY,02130,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-12T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,721565702,-131.7097168,55.3569163,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
232,231,"OGDENSBURG PORT OF ENTRY, OGDENSBURG INTERNATIONAL AIRPORT",315-393-1390,5840 STATE HIGHWAY 812, ,OGDENSBURG,NY,13669,4302,ST LAWRENCE,36089,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,758734465,-75.4761709,44.6778791,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
233,232,"PORTHILL PORT OF ENTRY, ECKHART INTERNATIONAL AIRPORT",208-267-5309,12222 STATE HIGHWAY 1, ,PORTHILL,ID,83853, ,BOUNDARY,16021,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123851851,-116.5020297,48.9910045,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
234,233,"PONCE PORT OF ENTRY, MERCEDITA AIRPORT",787-843-5950,CARRETERA 10,"BARRIO CALZADA, SECTOR MERCEDITA",PONCE,PR,00715, ,PONCE,72113, , , , ,2009-12-21T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,129366132,-66.56322,18.0106086,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
235,234,"PORTLAND PORT OF ENTRY, PORTLAND INTERNATIONAL JETPORT",207-771-3600,1001 WESTBROOK STREET, ,PORTLAND,ME,04102,1938,CUMBERLAND,23005, , , , ,2010-01-06T00:00:00.000Z,PHONE,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,110379488,-70.3012528,43.6489818,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
236,235,"PORT OF ENTRY AT LEBANON, LEBANON MUNICIPAL AIRPORT",603-298-8878,5 AIRPARK ROAD, ,WEST LEBANON,NH,03784,1680,GRAFTON,33009, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,119778145,-72.3104323,43.6285728,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,802-873-3628,24 HOURS, ,1,120
237,236,"COLUMBIA PORT OF ENTRY, COLUMBIA METROPOLITAN AIRPORT",803-822-5251,2533-A AIRPORT BOULEVARD, ,WEST COLUMBIA,SC,29170,2142,LEXINGTON,45063, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,109878448,-81.1254143,33.9450921,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,803-822-5055,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,163
238,237,"SAULT SAINTE MARIE PORT OF ENTRY, DRUMMOND ISLAND AIRPORT",906-632-2631,34264 SOUTH TOWNLINE ROAD, ,DRUMMOND ISLAND,MI,49726,9636,CHIPPEWA,26033,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,115658783,-83.7389496,46.0090865,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
239,238,"DAYTON PORT OF ENTRY, DAYTON INTERNATIONAL AIRPORT",937-890-7633,3800 WRIGHT DRIVE, ,VANDALIA,OH,45377,1004,MONTGOMERY,39113, , , , ,2009-09-18T00:00:00.000Z,ALT REF,2009-09-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,46792791,-84.2056392,39.904508,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,937-890-7485,8:00 AM - 4:30 PM, ,1,139
240,239,"SHREVEPORT-BOSSIER CITY PORT OF ENTRY, SHREVEPORT REGIONAL AIRPORT",318-635-7873,6125 INTERSTATE DRIVE,BAY 11,SHREVEPORT,LA,71109,7755,CADDO,22017, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,99532854,-93.8231062,32.4544723,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,318-676-3243,8:00 AM - 5:00 PM, ,1,86
241,240,"SUMAS PORT OF ENTRY, FRIDAY HARBOR AIRPORT",360-378-2080,800 FRANKLIN DRIVE, ,FRIDAY HARBOR,WA,98250,9348,SAN JUAN,53055, , , , ,2010-01-11T00:00:00.000Z,ALT REF,2010-01-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,112445297,-123.0261865,48.5248388,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
242,241,"BUFFALO PORT OF ENTRY, BUFFALO NIAGARA INTERNATIONAL AIRPORT",716-632-4727,4200 GENESEE STREET, ,CHEEKTOWAGA,NY,14225,1941,ERIE,36029, , , , ,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,108673338,-78.7319658,42.9344685,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
243,242,"HOUSTON SEA PORT PORT OF ENTRY / FREEPORT PORT OF ENTRY, PORT FREEPORT",979-233-3004,575 PETE SCHAFF BOULEVARD, ,FREEPORT,TX,77541, ,BRAZORIA,48039, , , , ,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122892756,-95.3404022,28.9235871,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, ,PORT DIRECTOR,979-233-8661,8:00 AM - 5:00 PM, ,1,178
244,243,"SAN LUIS PORT OF ENTRY, YUMA INTERNATIONAL AIRPORT",928-314-1295,2191 EAST 32ND STREET, ,YUMA,AZ,85365,3601,YUMA,04027, , , , ,2010-01-07T00:00:00.000Z,PHONE,2010-01-05T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,129786215,-114.601004,32.6684095,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
245,244,"PORT OF ENTRY AT ALEXANDRIA, ANDREWS AIRFORCE BASE-DOD",301-981-2791,1245 ARNOLD AVENUE, ,ANDREWS AIR FORCE BASE,MD,20762,6321,PRINCE GEORGES,24033, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,18406790,-76.8784047,38.8066837,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,301-763-4549,8:30 AM - 5:00 PM,202-354-1000,1,91
246,245,"PORT HURON PORT OF ENTRY, SAINT CLAIR COUNTY INTERNATIONAL AIRPORT",810-985-9541,177 ASH DRIVE, ,KIMBALL,MI,48074,4403,ST CLAIR,26147,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2009-12-22T00:00:00.000Z,PHONE,2009-12-22T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,115648157,-82.52106,42.9099989,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
247,246,"SAN DIEGO PORT OF ENTRY, SAN DIEGO INTERNATIONAL AIRPORT",619-685-4304,1240 NORTH HARBOR DRIVE, ,SAN DIEGO,CA,92101,3320,SAN DIEGO,06073, , , , ,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,28423261,-117.1995544,32.7318405,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR, , , ,1,213
248,247,"SAINT PETERSBURG PORT OF ENTRY, SAINT PETERSBURG CLEARWATER INTERNATIONAL AIRPORT",727-536-7311,14700 TERMINAL BOULEVARD,SUITE 120,CLEARWATER,FL,33762,2936,PINELLAS,12103, , , , ,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122647468,-82.6911456,27.9072178,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,727-538-0693,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,55
249,248,"HARRISBURG PORT OF ENTRY, HARRISBURG INTERNATIONAL AIRPORT",717-782-4510,517 AIRPORT DRIVE, ,MIDDLETOWN,PA,17057,5042,DAUPHIN,42043, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,98363817,-76.7673257,40.1979831,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,717-948-9294,8:30 AM - 4:30 PM,1-877-CUSTOMS,1,150
250,249,"ALBUQUERQUE PORT OF ENTRY, ALBUQUERQUE INTERNATIONAL SUNPORT AIRPORT",505-346-6992,2502 CLARK CARR LOOP SOUTHEAST, ,ALBUQUERQUE,NM,87106,5606,BERNALILLO,35001, , , , ,2009-09-14T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,21391016,-106.6166745,35.0491219,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,505-346-6995,8:30 AM - 5:00 PM, ,1,126
251,250,"FAJARDO PORT OF ENTRY, ANTONIO RODRIGUEZ RIVERA AIRPORT",787-741-8366,CARRETERA 200, ,VIEQUES,PR,00765, ,VIEQUES,72147, , , , ,2009-12-21T00:00:00.000Z,PHONE,2009-12-21T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,129346122,-65.4880442,18.1345425,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
252,251,"SAGINAW/BAY CITY/FLINT PORT OF ENTRY, JAMES CLEMENTS MUNICIPAL AIRPORT",989-695-2871,614 SOUTH RIVER ROAD, ,BAY CITY,MI,48708,9669,BAY,26017,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123001616,-83.8913937,43.5469536,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
253,252,"BROWNSVILLE/LOS INDIOS PORT OF ENTRY, VALLEY INTERNATIONAL AIRPORT",956-542-8296,3002 HERITAGE WAY, ,HARLINGEN,TX,78550,3623,CAMERON,48061, , , , ,2009-12-31T00:00:00.000Z,ALT REF,2009-12-31T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,122443686,-97.6619243,26.2254508,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
254,253,"BROWNSVILLE/LOS INDIOS PORT OF ENTRY, BROWNSVILLE SOUTH PADRE ISLAND INTERNATIONAL AIRPORT",956-542-8296,700 SOUTH MINNESOTA AVENUE, ,BROWNSVILLE,TX,78521,5739,CAMERON,48061, , , , ,2009-12-18T00:00:00.000Z,PHONE,2009-12-18T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,17783686,-97.4317697,25.9064838,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT, , , , , ,0,0
255,254,"SAINT CROIX PORT OF ENTRY, PORT OF SAINT CROIX",340-778-2257,STATE ROUTE 68,CONTAINER PORT,CHRISTIANSTED,VI,00820, ,ST CROIX ISLAND,78010, , , , ,2009-12-30T00:00:00.000Z,ALT REF,2009-12-30T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,120294777,-64.7461853,17.7035442,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT, , , , , ,0,0
256,255,"COOS BAY PORT OF ENTRY, OREGON INTERNATIONAL PORT OF COOS BAY",541-756-2396,125 CENTRAL AVENUE,SUITE 300,COOS BAY,OR,97420,2378,COOS,41011, , , , ,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,86761366,-124.2136254,43.3676607,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, ,PORT DIRECTOR,541-267-0168,8:00 AM - 5:00 PM,EMERGENCY 24 HOUR CONTACT NUMBER (503)326-3515,1,145
257,256,"SEATTLE PORT OF ENTRY, PORT OF SEATTLE",206-553-0770,2715 EAST MARGINAL WAY SOUTH,"TERMINAL 30, BUILDING A-5",SEATTLE,WA,98134,1107,KING,53033, , , , ,2010-01-08T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,779411071,-122.3402809,47.5831936,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
258,257,"DULUTH MINNESOTA AND SUPERIOR WISCONSIN PORT OF ENTRY, DULUTH SEAWAY",218-720-5203,1200 PORT TERMINAL DRIVE, ,DULUTH,MN,55802,2609,ST LOUIS,27137, , , , ,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,722656219,-92.1002281,46.7561406,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT, , , , , ,0,0
259,258,"DETROIT PORT OF ENTRY, PORT OF DETROIT",313-226-3139,211 WEST FORT STREET,SUITE 1200,DETROIT,MI,48226,3238,WAYNE,26163, , , , ,2010-01-07T00:00:00.000Z,ALT REF,2010-01-08T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,19552430,-83.0492089,42.3293743,NAVTEQ,2009Q2,ONENTITY, ,TGS,WATER PORT, , , , , ,0,0
260,259,"CLEVELAND PORT OF ENTRY, CLEVELAND HOPKINS INTERNATIONAL AIRPORT",216-267-3600,5300 RIVERSIDE DRIVE, ,CLEVELAND,OH,44135,3130,CUYAHOGA,39035, , , , ,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,762119956,-81.8382044,41.413512,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,440-891-3836,8:00 AM - 4:30 PM, ,1,137
261,260,"WORCESTER PORT OF ENTRY, WORCESTER REGIONAL AIRPORT",508-793-0293,375 AIRPORT DRIVE, ,WORCESTER,MA,01602,2294,WORCESTER,25027,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-07T00:00:00.000Z,ALT REF,2010-01-07T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,40019665,-71.8707495,42.269554,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, ,PORT DIRECTOR,508-752-7080,8:00 AM - 5:00 PM, ,1,90
262,261,"WAUKEGAN PORT OF ENTRY, WAUKEGAN REGIONAL AIRPORT",847-336-2136,3558 NORTH MCAREE ROAD,WAUKEGAN REGIONAL AIRPORT,WAUKEGAN,IL,60087,1447,LAKE,17097, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,116091587,-87.8670337,42.4172679,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,847-249-1845,12:00 PM - 8:00 PM, ,1,73
263,262,"PEORIA PORT OF ENTRY, GENERAL WAYNE A DOWNING PEORIA INTERNATIONAL AIRPORT",309-671-7047,5701 WEST SMITHVILLE ROAD,CARGO DOOR 21,BARTONVILLE,IL,61607,9100,PEORIA,17143, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,123240606,-89.6903869,40.6658294,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,309-671-7066,8:00 AM - 4:30 PM, ,1,71
264,263,"BOISE PORT OF ENTRY, BOISE AIRPORT",208-334-9062,2873 WEST APOLLO STREET, ,BOISE,ID,83705,5014,ADA,16001, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,126124213,-116.2172535,43.56854,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,208-334-9058,8:00 AM - 5:00 PM,EMERGENCY 24 HOUR PHONE NUMBER (503)326-3515,1,66
265,264,"DES MOINES PORT OF ENTRY, DES MOINES INTERNATIONAL AIRPORT",515-284-4403,6000 FLEUR DRIVE, ,DES MOINES,IA,50321,2871,POLK,19153, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,90263342,-93.648357,41.5309511,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, ,PORT DIRECTOR,515-256-5514,8:30 AM - 5:00 PM, ,1,65
266,265,"MASSENA PORT OF ENTRY, MASSENA INTERNATIONAL AIRPORT",315-769-3091,200 ADMINISTRATION BUILDING ROAD, ,MASSENA,NY,13662,3251,ST LAWRENCE,36089,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.", , , ,2010-01-05T00:00:00.000Z,PHONE,2010-01-06T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,107545683,-74.8422929,44.9334066,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT, , , , , ,0,0
267,266,"NEW ORLEANS PORT OF ENTRY, LOUIS ARMSTRONG NEW ORLEANS INTERNATIONAL AIRPORT",504-467-1713,900 AIRLINE DRIVE, ,KENNER,LA,70062,6923,JEFFERSON,22051, , , , ,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,"MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY",921130,CUSTOMS BUREAUS,124689543,-90.2562703,29.9849019,NAVTEQ,2009Q2,ONENTITY, ,TGS,AIRPORT, , , , , ,0,0
